vessel_type,dwt,engine_power_kw,speed_knots,distance_nm,cargo_load_pct,weather_beaufort,draft_meters,fuel_type,fuel_consumption_tons,co2_emissions_tons,sox_emissions_tons,nox_emissions_tons,operational_cost_usd
Container,103438.32,24237.88,22.65,3484.39,95.04,3,14.83,Hydrogen,701.91,0.0,0.0,0.0,2948018.48
Tanker,87033.2,19863.72,13.07,10521.35,66.32,4,13.13,LNG,2246.07,6123.82,0.0,109.16,1146169.87
Bulk Carrier,37577.08,14592.91,11.35,1521.72,32.9,6,11.25,Hydrogen,200.28,0.0,0.0,0.0,841160.45
Container,64050.98,29543.78,17.58,1487.3,99.4,4,15.71,VLSFO,561.7,1671.95,11.51,103.63,276356.08
Bulk Carrier,52523.68,15680.85,12.73,3482.82,64.04,5,13.06,HFO,727.18,2262.6,58.47,146.16,248476.43
Bulk Carrier,97658.72,13279.12,15.96,4965.57,33.37,3,12.07,Hydrogen,355.27,0.0,0.0,0.0,1492116.05
Bulk Carrier,63676.44,13782.43,15.3,10885.87,68.48,5,13.3,HFO,1671.81,5201.81,134.41,336.03,571258.54
Tanker,116616.38,19014.39,14.5,11284.44,31.8,3,11.76,HFO,1291.2,4017.55,103.81,259.53,441204.05
Container,103407.92,54881.92,17.77,3610.55,83.13,5,14.01,Ammonia,2009.19,0.0,0.0,37.37,934272.29
Bulk Carrier,42976.5,18106.4,12.69,7171.49,81.53,3,14.66,HFO,1890.54,5882.39,152.0,380.0,645998.37
Bulk Carrier,74580.11,12107.62,15.48,11052.93,53.95,4,12.55,HFO,1169.99,3640.41,94.07,235.17,399786.93
Tanker,97479.99,31024.73,16.04,11283.79,87.94,2,14.08,Ammonia,3666.64,0.0,0.0,68.2,1704985.65
Bulk Carrier,39077.67,21538.02,14.7,3636.49,37.14,5,11.58,HFO,590.56,1837.52,47.48,118.7,201795.05
Bulk Carrier,62213.64,14552.12,14.62,3516.15,48.75,4,11.92,VLSFO,459.78,1368.58,9.43,84.83,226212.18
Bulk Carrier,76971.35,21540.6,11.22,4873.45,39.95,4,11.8,Hydrogen,928.77,0.0,0.0,0.0,3900829.26
Bulk Carrier,53341.75,17142.64,15.58,6843.25,81.61,3,14.4,HFO,1356.85,4221.8,109.09,272.73,463634.84
Container,83716.74,22692.47,21.01,3480.66,75.99,4,13.96,HFO,639.28,1989.11,51.4,128.5,218442.22
Tanker,149509.22,36741.45,13.44,11471.64,52.66,3,13.25,VLSFO,3721.89,11078.56,76.3,686.69,1831167.6
Bulk Carrier,96422.59,10692.33,11.16,11171.86,53.72,5,12.22,Methanol,1666.8,2238.93,0.0,26.54,497540.41
Tanker,134370.83,41666.72,15.05,3583.23,82.4,7,13.49,HFO,2093.23,6513.05,168.3,420.74,715257.79
Tanker,124000.05,28489.45,15.01,10988.71,70.28,3,13.83,Methanol,3635.6,4883.52,0.0,57.88,1085225.99
Bulk Carrier,46202.92,12472.86,12.63,6905.51,80.82,5,13.42,Ammonia,1141.47,0.0,0.0,21.23,530785.23
Container,62534.3,42041.11,16.4,3574.77,61.3,4,13.35,Hydrogen,1278.32,0.0,0.0,0.0,5368934.81
Container,144732.2,46090.02,19.22,5240.88,44.31,2,11.69,Ammonia,1242.24,0.0,0.0,23.11,577642.5
Bulk Carrier,87549.67,9128.99,11.29,1445.89,79.71,6,14.13,VLSFO,222.58,662.52,4.56,41.07,109507.9
Tanker,147033.32,32824.47,13.43,1453.2,69.1,5,14.04,HFO,590.52,1837.38,47.48,118.69,201779.02
Bulk Carrier,78467.96,12195.91,13.88,10859.66,97.64,2,14.53,Methanol,2106.9,2830.1,0.0,33.54,628910.59
Bulk Carrier,99800.56,8346.84,15.59,3429.37,37.97,3,11.58,HFO,185.88,578.35,14.94,37.36,63514.38
Bulk Carrier,92514.69,19858.44,14.68,3402.23,43.21,3,12.05,Hydrogen,478.25,0.0,0.0,0.0,2008643.71
Container,120561.7,44900.93,19.17,6674.58,85.68,5,14.25,LNG,2680.19,7307.42,0.0,130.26,1367698.58
Container,132358.53,57670.78,21.2,1521.22,93.37,3,14.3,Hydrogen,731.45,0.0,0.0,0.0,3072105.31
Bulk Carrier,30519.65,16843.31,14.15,11359.8,63.69,3,13.54,Hydrogen,1846.07,0.0,0.0,0.0,7753482.43
Container,141514.33,38664.95,22.64,3356.67,61.54,5,12.95,VLSFO,890.46,2650.56,18.25,164.29,438108.41
Bulk Carrier,98763.9,19146.23,13.29,3454.83,86.29,3,14.54,VLSFO,916.68,2728.6,18.79,169.13,451008.28
Tanker,193489.47,43712.11,15.31,3333.7,78.6,3,14.19,Hydrogen,1519.39,0.0,0.0,0.0,6381438.42
Container,63472.15,29631.22,22.73,4857.58,69.48,5,13.62,Hydrogen,1020.37,0.0,0.0,0.0,4285561.58
Tanker,125262.93,15289.82,14.63,11042.73,84.05,2,14.1,Methanol,2096.57,2816.22,0.0,33.38,625825.97
Tanker,163018.3,25590.57,14.33,11146.4,69.54,2,13.57,Hydrogen,2809.27,0.0,0.0,0.0,11798943.7
Bulk Carrier,35767.12,14680.4,11.06,4858.62,67.01,1,12.82,VLSFO,894.86,2663.63,18.34,165.1,440268.7
Bulk Carrier,88330.82,12947.27,12.5,1526.83,92.42,5,14.29,Hydrogen,315.95,0.0,0.0,0.0,1327006.42
Container,133391.13,23885.74,21.31,7308.36,97.83,4,14.52,VLSFO,1629.12,4849.23,33.4,300.57,801526.19
Tanker,112924.3,38448.74,13.19,7314.43,43.27,4,12.56,LNG,2127.84,5801.47,0.0,103.41,1085836.75
Bulk Carrier,87883.27,8469.74,11.01,4832.81,34.4,4,12.24,LNG,336.19,916.62,0.0,16.34,171559.88
Bulk Carrier,47624.75,21601.72,12.81,1510.66,66.08,5,13.77,Ammonia,401.89,0.0,0.0,7.48,186880.18
Bulk Carrier,99774.77,18832.71,11.67,4867.99,63.53,4,13.67,Hydrogen,1122.5,0.0,0.0,0.0,4714485.66
Tanker,177419.29,37210.96,14.58,10702.04,98.29,3,14.72,Methanol,6020.35,8086.84,0.0,95.84,1797075.57
Container,130448.03,50657.71,22.44,10781.02,45.58,4,11.81,HFO,2889.35,8990.17,232.3,580.76,987292.22
Bulk Carrier,81727.08,21540.33,15.38,3414.39,46.84,4,12.62,Methanol,682.01,916.11,0.0,10.86,203580.19
Container,131119.66,56690.35,23.41,5145.21,30.31,4,12.07,Ammonia,1021.65,0.0,0.0,19.0,475066.03
Tanker,169765.33,44907.32,12.3,10791.02,47.76,3,12.54,Methanol,5194.75,6977.85,0.0,82.7,1550632.61
Tanker,135870.56,38221.8,15.52,7088.97,47.79,2,12.2,LNG,1876.14,5115.22,0.0,91.18,957393.41
Container,62616.67,54808.1,22.14,5249.96,45.17,2,12.03,Hydrogen,1249.7,0.0,0.0,0.0,5248719.77
Tanker,165239.72,41344.2,14.49,4903.36,39.29,4,12.04,VLSFO,1456.04,4334.04,29.85,268.64,716370.46
Tanker,141611.81,27084.81,15.77,5138.8,91.71,4,15.13,HFO,1656.51,5154.2,133.18,332.96,566029.66
Tanker,154580.44,27528.67,12.76,3411.76,66.5,2,13.59,LNG,934.28,2547.27,0.0,45.41,476762.27
Bulk Carrier,76116.3,12823.4,15.76,3658.7,96.3,5,14.89,Ammonia,601.51,0.0,0.0,11.19,279701.48
Bulk Carrier,68902.66,19787.49,14.74,1574.24,54.53,8,12.9,VLSFO,336.43,1001.42,6.9,62.07,165524.47
Container,90498.61,57543.07,18.6,6658.0,95.42,8,14.09,Hydrogen,5166.56,0.0,0.0,0.0,21699548.53
Bulk Carrier,78183.14,14342.72,15.98,3487.61,36.26,4,11.27,VLSFO,337.62,1004.95,6.92,62.29,166107.14
Bulk Carrier,99271.4,18126.01,14.26,11536.96,35.0,4,12.12,LNG,1335.72,3641.79,0.0,64.92,681618.62
Tanker,97114.73,33461.87,13.23,11212.84,99.94,3,15.24,VLSFO,5612.73,16706.85,115.06,1035.55,2761462.16
Container,137309.89,23980.58,15.54,7172.58,67.47,5,13.47,Methanol,2050.21,2753.95,0.0,32.64,611989.16
Tanker,186284.08,42792.47,15.9,11064.4,63.65,3,13.82,Hydrogen,4157.3,0.0,0.0,0.0,17460669.0
Tanker,184022.64,17862.75,15.95,7301.12,87.82,4,14.91,Methanol,1686.81,2265.81,0.0,26.85,503512.99
Bulk Carrier,36048.69,22075.53,13.29,6779.39,98.57,4,14.29,Methanol,2455.52,3298.37,0.0,39.09,732971.28
Bulk Carrier,64866.65,18787.85,14.31,3539.54,98.78,2,14.29,LNG,728.47,1986.14,0.0,35.4,371737.88
Container,95502.13,37385.45,16.07,6658.52,70.33,3,13.6,LNG,2257.37,6154.64,0.0,109.71,1151937.71
Tanker,124256.19,33955.21,16.59,1570.5,54.84,4,13.25,Ammonia,442.21,0.0,0.0,8.23,205627.77
Bulk Carrier,34820.27,18843.07,11.85,3604.89,98.93,5,15.14,HFO,1237.68,3851.03,99.51,248.77,422916.35
Container,134809.82,52606.07,22.98,3432.61,69.22,5,14.0,Hydrogen,1265.2,0.0,0.0,0.0,5313830.4
Tanker,82448.99,16963.06,12.65,10511.81,64.38,3,13.52,LNG,1810.63,4936.62,0.0,88.0,923966.4
Tanker,176760.31,25242.28,15.95,7310.55,42.35,4,12.12,Hydrogen,1266.65,0.0,0.0,0.0,5319930.33
Bulk Carrier,58713.61,19139.36,13.37,3582.02,83.19,3,14.53,VLSFO,935.64,2785.03,19.18,172.63,460335.15
Container,53686.23,36625.85,21.82,10727.77,73.23,4,13.25,VLSFO,2884.74,8586.71,59.14,532.23,1419291.02
Bulk Carrier,63164.63,10663.49,12.19,3335.44,44.48,1,12.69,LNG,265.57,724.07,0.0,12.91,135520.55
Bulk Carrier,59748.65,24861.63,12.47,6989.47,57.05,4,12.24,Methanol,2124.45,2853.67,0.0,33.82,634149.58
Bulk Carrier,32361.51,19886.29,14.79,3502.45,62.34,7,13.44,Methanol,932.01,1251.92,0.0,14.84,278204.38
Tanker,159879.08,22220.14,12.09,10969.54,40.61,6,11.43,HFO,2651.61,8250.42,213.19,532.97,906053.44
Container,71907.14,20796.14,21.19,1428.35,60.22,3,12.9,VLSFO,202.81,603.68,4.16,37.42,99781.63
Tanker,176294.03,39501.57,12.05,6683.47,49.04,3,12.64,Hydrogen,2513.38,0.0,0.0,0.0,10556209.46
Container,130504.6,29654.9,19.23,11309.33,68.57,2,13.46,HFO,2353.29,7322.21,189.2,473.01,804118.76
Container,93440.63,49783.37,21.51,3358.09,50.94,5,12.69,VLSFO,1038.08,3089.94,21.28,191.53,510733.85
Tanker,130656.43,41527.36,15.76,3450.95,55.09,2,12.86,VLSFO,1111.57,3308.71,22.79,205.09,546893.69
Tanker,136289.46,22862.53,15.2,10537.04,99.06,6,14.52,VLSFO,3827.44,11392.77,78.46,706.16,1883102.02
Tanker,146662.26,17116.05,13.73,4933.72,37.06,1,11.82,Ammonia,492.28,0.0,0.0,9.16,228909.35
Bulk Carrier,98696.87,21931.56,12.65,6999.04,87.91,4,13.8,VLSFO,2301.61,6850.98,47.18,424.65,1132393.72
Bulk Carrier,33360.66,18383.96,14.31,3426.54,96.23,5,15.49,Ammonia,875.44,0.0,0.0,16.28,407081.31
Container,92094.58,32712.81,19.53,6718.97,98.61,4,14.54,VLSFO,2289.36,6814.49,46.93,422.39,1126362.69
Container,112023.08,26717.74,14.34,1570.23,82.63,2,14.54,Methanol,582.53,782.48,0.0,9.27,173884.19
Container,141248.77,27863.31,17.15,3411.05,83.44,4,14.66,Ammonia,974.05,0.0,0.0,18.12,452935.08
Container,109804.98,46118.8,19.4,3436.73,87.91,3,14.9,Methanol,1661.46,2231.76,0.0,26.45,495947.18
Bulk Carrier,49709.02,22260.81,15.77,3570.86,71.61,4,13.44,LNG,758.59,2068.26,0.0,36.87,387107.13
Container,113102.96,58159.56,18.32,6800.01,97.46,1,14.68,Hydrogen,3673.65,0.0,0.0,0.0,15429323.63
Bulk Carrier,67812.38,24172.39,15.17,10600.34,86.23,4,14.54,HFO,3239.9,10080.87,260.49,651.22,1107072.27
Tanker,182391.16,43758.11,13.96,1557.15,72.04,5,13.02,Methanol,1009.43,1355.92,0.0,16.07,301316.11
Bulk Carrier,78997.22,20648.18,14.35,3488.41,65.92,3,12.76,LNG,634.22,1729.18,0.0,30.82,323644.03
Tanker,156659.11,36284.76,13.07,3435.64,56.15,3,12.19,LNG,1130.53,3082.35,0.0,54.94,576909.92
Bulk Carrier,34149.81,22529.37,11.24,4991.96,84.92,3,14.15,VLSFO,1767.49,5261.12,36.23,326.1,869606.05
Tanker,145785.86,33809.12,13.36,3494.16,69.84,4,13.63,HFO,1517.77,4722.51,122.03,305.07,518621.46
Container,103348.6,52905.73,14.58,1564.71,97.71,3,14.89,LNG,961.57,2621.69,0.0,46.73,490690.32
Container,77531.65,52874.66,17.69,10892.02,86.96,6,13.84,Ammonia,6776.62,0.0,0.0,126.05,3151129.44
Tanker,158406.2,37032.71,12.64,11504.37,69.07,7,13.25,LNG,6042.16,16473.7,0.0,293.65,3083313.49
Tanker,100994.73,17966.6,14.28,4916.47,51.43,4,12.09,Hydrogen,694.5,0.0,0.0,0.0,2916898.06
Container,96136.25,58847.18,15.37,3468.39,37.58,4,12.23,Hydrogen,1369.99,0.0,0.0,0.0,5753975.66
Container,62370.95,30562.77,22.55,3340.77,34.8,4,11.19,Methanol,481.9,647.32,0.0,7.67,143848.14
Container,64249.01,28241.47,19.06,5232.0,64.97,5,13.53,Hydrogen,1262.66,0.0,0.0,0.0,5303180.12
Tanker,138340.74,17282.66,12.8,7106.96,51.03,3,12.45,Methanol,1251.57,1681.16,0.0,19.92,373592.22
Tanker,121989.61,42979.83,15.14,4934.13,36.23,2,11.7,LNG,1175.55,3205.1,0.0,57.13,599885.48
Tanker,163502.61,39259.31,12.47,6902.55,52.05,6,12.72,HFO,3297.79,10261.0,265.14,662.86,1126854.24
Container,96413.71,36287.83,14.24,1538.49,50.14,3,12.91,HFO,497.49,1547.93,40.0,100.0,169992.22
Bulk Carrier,79104.3,13184.5,14.82,1501.01,90.49,5,14.42,Ammonia,261.92,0.0,0.0,4.87,121794.36
Bulk Carrier,98564.91,24932.5,12.59,7089.03,76.6,5,13.59,VLSFO,2669.98,7947.46,54.73,492.61,1313629.2
Bulk Carrier,97307.44,14288.68,14.67,11039.53,63.03,4,13.74,HFO,1656.96,5155.59,133.22,333.05,566182.17
Container,83448.23,32923.18,22.4,7074.77,33.95,3,11.18,Hydrogen,877.76,0.0,0.0,0.0,3686589.69
Container,119862.54,36825.56,17.42,3477.66,89.06,2,14.65,Hydrogen,1157.97,0.0,0.0,0.0,4863454.95
Tanker,163210.65,34852.94,16.06,3608.75,96.12,3,14.7,VLSFO,1463.92,4357.5,30.01,270.09,720247.43
Tanker,138863.44,23965.21,12.07,7169.14,35.21,6,11.63,Methanol,1759.48,2363.42,0.0,28.01,525203.45
Tanker,133066.92,31054.51,16.93,1427.35,61.19,3,12.75,LNG,346.05,943.5,0.0,16.82,176590.1
Tanker,177265.34,34966.71,13.97,5099.67,51.75,3,12.34,VLSFO,1613.14,4801.68,33.07,297.62,793665.6
Bulk Carrier,39970.48,11895.74,13.49,5225.71,32.89,5,11.43,LNG,439.57,1198.48,0.0,21.36,224314.59
Tanker,144324.85,22706.75,14.96,3444.37,74.87,3,14.42,Methanol,944.73,1269.0,0.0,15.04,282001.09
Bulk Carrier,91550.62,21429.73,12.72,4999.2,66.4,5,13.32,Methanol,1460.14,1961.34,0.0,23.25,435852.69
Tanker,145805.54,38951.31,15.25,3405.48,75.36,5,14.27,HFO,1595.28,4963.69,128.26,320.65,545108.38
Tanker,85091.28,32081.06,15.07,5143.45,78.19,1,14.05,LNG,1505.47,4104.59,0.0,73.17,768239.5
Bulk Carrier,47397.98,8668.69,11.64,4899.89,81.02,3,14.62,Ammonia,558.62,0.0,0.0,10.39,259757.65
Tanker,183631.57,39845.89,13.26,3600.71,59.06,2,13.04,HFO,1441.16,4484.13,115.87,289.67,492443.29
Bulk Carrier,38364.86,22711.2,11.92,11084.87,77.48,1,13.87,Ammonia,3060.85,0.0,0.0,56.93,1423297.35
Tanker,196719.86,34262.41,14.27,6712.44,86.26,4,14.76,Ammonia,2862.28,0.0,0.0,53.24,1330958.67
Bulk Carrier,70771.22,24314.51,13.81,11094.05,40.51,5,11.68,Methanol,2426.78,3259.77,0.0,38.63,724392.5
Tanker,123795.03,21866.9,12.78,5158.91,60.55,3,13.45,Ammonia,1181.97,0.0,0.0,21.98,549615.33
Tanker,177057.2,19829.87,15.5,6750.67,70.39,3,13.76,VLSFO,1392.07,4143.64,28.54,256.84,684899.98
Bulk Carrier,33213.72,21119.51,14.49,5145.45,38.75,2,11.94,Hydrogen,659.79,0.0,0.0,0.0,2771131.91
Container,110557.51,56893.28,17.34,11349.71,52.11,3,12.24,LNG,4246.59,11578.16,0.0,206.38,2167034.95
Tanker,138559.33,22743.57,16.15,1472.61,55.32,3,13.03,HFO,274.71,854.75,22.09,55.22,93868.4
Bulk Carrier,66968.4,20843.44,11.84,1431.19,67.08,5,13.01,LNG,364.04,992.55,0.0,17.69,185771.54
Bulk Carrier,53373.4,16647.09,12.91,5227.87,38.69,2,12.13,HFO,701.6,2183.02,56.41,141.02,239737.49
Bulk Carrier,96886.87,9984.41,13.88,7332.93,63.74,4,12.77,Methanol,946.68,1271.63,0.0,15.07,282584.16
Bulk Carrier,43412.34,10986.75,13.33,3347.94,75.13,4,13.59,Hydrogen,464.36,0.0,0.0,0.0,1950321.71
Tanker,137083.05,18995.58,15.4,7230.76,47.52,5,12.68,HFO,1174.6,3654.74,94.44,236.09,401360.6
Tanker,183119.98,36296.62,12.79,7076.4,75.48,3,13.2,Ammonia,3170.94,0.0,0.0,58.98,1474486.2
Container,89425.3,32133.95,18.53,7070.29,36.07,3,12.13,LNG,1105.87,3015.1,0.0,53.75,564323.65
Tanker,119515.97,23374.1,12.54,4924.68,30.21,7,11.15,VLSFO,945.79,2815.24,19.39,174.5,465328.63
Container,91864.69,54557.76,19.7,6776.31,61.84,4,12.79,Methanol,3128.3,4202.09,0.0,49.8,933798.42
Container,81488.75,50111.8,23.81,11516.75,81.7,2,13.41,Hydrogen,3955.77,0.0,0.0,0.0,16614218.18
Container,105688.61,28080.27,20.25,4845.33,70.09,5,13.29,HFO,1144.18,3560.09,91.99,229.98,390965.72
Container,141872.86,20031.02,15.83,3659.44,60.85,4,13.21,Ammonia,651.33,0.0,0.0,12.11,302867.03
Container,68789.08,49826.36,20.48,5196.87,37.31,2,11.84,Ammonia,1177.59,0.0,0.0,21.9,547578.33
Bulk Carrier,48142.37,15286.49,12.23,1533.37,30.16,2,11.74,Ammonia,148.74,0.0,0.0,2.77,69162.66
Bulk Carrier,37753.42,8878.69,13.38,11409.19,82.67,1,14.82,HFO,1177.18,3662.77,94.65,236.61,402241.96
Container,131332.68,55121.46,14.22,7095.81,33.94,4,11.8,Ammonia,2524.72,0.0,0.0,46.96,1173996.54
Bulk Carrier,42188.61,21359.2,11.93,3543.63,61.41,4,13.55,Ammonia,880.43,0.0,0.0,16.38,409399.61
Tanker,144163.15,26514.4,12.81,4988.24,82.51,3,14.45,Hydrogen,1641.4,0.0,0.0,0.0,6893882.78
Bulk Carrier,59745.99,9261.91,14.62,4983.18,82.39,5,14.53,VLSFO,638.63,1900.95,13.09,117.83,314207.4
Tanker,171349.47,35774.61,15.45,6834.75,53.09,4,12.29,HFO,2094.45,6516.85,168.39,420.99,715674.94
Tanker,127288.21,32972.18,16.34,7146.78,33.92,2,11.23,VLSFO,1190.29,3543.01,24.4,219.61,585620.87
Tanker,138867.92,36483.07,14.78,3446.02,43.9,3,11.93,Ammonia,913.43,0.0,0.0,16.99,424744.75
Tanker,173329.7,15363.2,13.4,6907.65,60.79,5,13.05,Hydrogen,1134.2,0.0,0.0,0.0,4763629.37
Bulk Carrier,31325.62,19333.91,15.06,11490.89,63.5,6,12.86,Hydrogen,2460.35,0.0,0.0,0.0,10333477.95
Tanker,99359.85,17807.77,15.97,4932.37,57.76,8,13.38,Methanol,1083.59,1455.53,0.0,17.25,323450.92
Tanker,86483.15,16682.55,12.14,3620.39,93.66,4,14.97,Hydrogen,854.94,0.0,0.0,0.0,3590742.18
Container,136576.39,52609.83,14.24,3408.23,74.21,3,13.67,HFO,2066.98,6431.38,166.19,415.46,706288.11
Container,64374.22,53592.57,15.03,1536.62,73.76,3,13.39,VLSFO,892.78,2657.44,18.3,164.72,439246.79
Bulk Carrier,46163.63,12958.71,15.4,6888.43,63.42,5,12.58,Ammonia,828.33,0.0,0.0,15.41,385173.03
Container,76596.05,55674.47,23.75,3401.47,43.19,4,12.29,Hydrogen,872.73,0.0,0.0,0.0,3665469.85
Tanker,111639.85,28116.65,14.47,6694.92,33.74,3,11.63,VLSFO,1190.92,3544.9,24.41,219.73,585933.95
Container,58745.47,50075.81,23.58,1513.18,36.74,3,12.11,HFO,332.14,1033.44,26.7,66.76,113491.56
Bulk Carrier,58212.46,21723.74,15.83,4751.53,70.67,2,13.24,HFO,934.61,2908.03,75.14,187.86,319357.25
Tanker,138169.45,24735.72,15.9,1521.23,60.19,2,13.18,LNG,275.74,751.81,0.0,13.4,140712.18
Tanker,123249.33,26532.73,13.61,7161.59,32.83,7,11.89,Hydrogen,1489.93,0.0,0.0,0.0,6257724.19
Tanker,89873.57,17963.66,15.75,3490.74,67.46,7,13.57,Methanol,848.06,1139.15,0.0,13.5,253144.66
Container,59397.04,24819.95,19.78,11100.67,64.2,5,13.57,Ammonia,2221.32,0.0,0.0,41.32,1032913.26
Tanker,124573.12,28735.4,12.4,3334.19,87.96,4,13.82,HFO,1498.85,4663.65,120.51,301.27,512158.48
Container,93932.57,27100.35,22.78,3504.54,53.7,3,12.69,HFO,521.25,1621.85,41.91,104.77,178109.96
Tanker,142078.26,16300.02,15.87,3501.83,50.86,5,13.01,LNG,450.78,1229.04,0.0,21.91,230034.3
Container,145910.47,22844.47,18.59,1473.67,40.82,4,12.28,Ammonia,190.59,0.0,0.0,3.54,88622.95
Bulk Carrier,33068.05,14756.1,15.04,5150.6,43.32,5,11.93,HFO,629.57,1958.89,50.62,126.54,215123.16
Container,130024.06,30179.38,18.91,5067.86,87.23,4,14.7,LNG,1443.4,3935.36,0.0,70.15,736565.59
Bulk Carrier,96774.0,18177.92,15.01,3610.48,51.56,4,13.03,HFO,581.8,1810.27,46.78,116.94,198802.19
Container,90876.42,58497.98,20.36,1440.15,98.6,4,14.64,LNG,746.16,2034.37,0.0,36.26,380763.91
Bulk Carrier,70677.09,9120.72,12.08,5023.67,38.72,4,11.53,HFO,413.68,1287.15,33.26,83.15,141354.11
Bulk Carrier,94057.82,10731.94,12.85,1501.24,87.56,2,13.82,Methanol,252.29,338.89,0.0,4.02,75308.98
Container,131513.39,29869.9,14.11,10669.24,48.19,4,12.78,LNG,2396.22,6533.19,0.0,116.46,1222788.81
Tanker,124638.37,44416.4,16.71,3419.79,34.75,1,11.31,HFO,813.84,2532.24,65.43,163.58,278087.89
Bulk Carrier,80656.15,9327.83,11.33,1461.4,63.56,4,12.54,Hydrogen,169.51,0.0,0.0,0.0,711943.88
Bulk Carrier,36201.17,20666.67,15.59,10810.45,72.51,4,13.18,Methanol,2778.05,3731.61,0.0,44.23,829247.6
Bulk Carrier,80643.22,11101.85,13.74,10760.38,69.37,3,14.07,Ammonia,1260.16,0.0,0.0,23.44,585974.38
Bulk Carrier,79001.57,14916.79,11.93,10953.66,52.66,4,12.99,LNG,1598.86,4359.23,0.0,77.7,815897.92
Container,149960.01,37569.17,14.84,1440.36,61.98,5,12.47,LNG,486.3,1325.87,0.0,23.63,248158.13
Bulk Carrier,34587.38,17172.59,11.41,11407.92,45.6,2,11.77,VLSFO,1872.75,5574.43,38.39,345.52,921392.66
Tanker,190261.46,34293.71,14.89,5145.66,68.49,5,12.83,Methanol,2152.06,2890.75,0.0,34.26,642389.04
Container,116672.25,55795.6,19.75,3438.47,48.08,1,12.74,Ammonia,940.36,0.0,0.0,17.49,437265.64
Container,57450.14,44233.95,16.75,10869.29,58.43,5,13.09,Hydrogen,3899.87,0.0,0.0,0.0,16379451.52
Tanker,155794.68,26579.61,15.84,11226.6,32.93,5,12.17,Ammonia,1853.55,0.0,0.0,34.48,861901.6
Tanker,126610.9,15048.5,15.37,1432.99,99.36,3,14.25,Ammonia,280.24,0.0,0.0,5.21,130313.72
Container,84472.77,25703.83,19.0,1481.92,43.51,4,12.42,LNG,205.5,560.28,0.0,9.99,104865.15
Container,86000.35,58322.61,15.97,3497.17,33.87,5,11.4,Methanol,1414.24,1899.67,0.0,22.51,422149.46
Container,110984.76,58507.58,20.79,1475.93,51.62,1,12.11,VLSFO,474.6,1412.7,9.73,87.56,233503.55
Container,146555.01,40386.87,23.32,11443.78,36.05,4,11.85,Hydrogen,2016.55,0.0,0.0,0.0,8469519.65
Tanker,98794.94,33372.61,16.51,4806.4,68.51,4,14.0,LNG,1369.36,3733.52,0.0,66.55,698786.51
Bulk Carrier,59467.31,19302.25,11.34,11339.34,61.57,4,13.0,LNG,2602.06,7094.41,0.0,126.46,1327829.98
Container,123454.56,41602.94,23.91,10698.91,99.18,5,15.43,Hydrogen,3720.61,0.0,0.0,0.0,15626549.77
Tanker,125416.21,25790.63,13.06,10988.7,57.19,4,13.03,VLSFO,3222.13,9591.0,66.05,594.48,1585289.58
Container,142785.69,48035.89,18.94,3589.45,64.14,4,13.7,HFO,1353.23,4210.56,108.8,272.0,462399.65
Tanker,146894.54,17376.46,12.87,7195.65,49.47,6,12.48,Methanol,1465.94,1969.12,0.0,23.34,437582.87
Bulk Carrier,36969.54,10951.09,13.67,11416.05,87.49,3,14.96,Ammonia,1422.46,0.0,0.0,26.46,661445.45
Container,93019.22,43457.55,14.22,1568.37,53.29,2,12.78,HFO,584.76,1819.46,47.01,117.54,199811.52
Container,105057.5,28237.11,21.47,11108.66,99.57,3,15.17,Methanol,3128.79,4202.75,0.0,49.81,933943.62
Bulk Carrier,98209.66,12033.06,14.16,3510.49,73.49,3,13.47,Hydrogen,489.78,0.0,0.0,0.0,2057072.05
Container,59564.73,30489.2,21.95,4987.18,37.93,2,11.86,VLSFO,627.92,1869.05,12.87,115.85,308934.2
Tanker,116062.09,27416.02,15.68,1488.52,41.42,5,12.32,HFO,309.1,961.77,24.85,62.13,105620.84
Tanker,198778.79,42845.51,15.27,5188.99,54.69,2,12.43,VLSFO,1745.17,5194.68,35.78,321.98,858624.8
Tanker,124362.55,19311.32,13.65,3393.96,99.51,5,14.45,HFO,1101.04,3425.86,88.52,221.31,376224.92
Tanker,92398.0,30068.41,15.8,3386.71,65.96,4,13.32,HFO,993.96,3092.68,79.91,199.79,339635.85
Bulk Carrier,79644.57,10160.79,11.18,4852.69,48.34,4,12.36,HFO,559.79,1741.77,45.01,112.52,191279.91
Tanker,155213.75,37384.48,14.74,7097.29,82.84,2,13.83,VLSFO,2976.94,8861.16,61.03,549.25,1464653.89
Tanker,187417.73,33348.08,16.13,6829.7,59.6,5,12.37,LNG,1991.68,5430.24,0.0,96.8,1016355.16
Bulk Carrier,90102.98,21120.75,13.5,6654.35,35.46,3,11.96,Methanol,1151.81,1547.17,0.0,18.34,343815.4
Bulk Carrier,61973.13,15160.3,11.85,10943.71,92.53,4,14.88,VLSFO,2802.91,8343.13,57.46,517.14,1379029.83
Container,119217.95,54652.24,14.24,11415.28,61.95,1,13.63,Ammonia,5719.25,0.0,0.0,106.38,2659449.54
Tanker,190910.36,27924.43,12.43,1506.08,77.02,5,14.32,Ammonia,592.66,0.0,0.0,11.02,275587.7
Bulk Carrier,96209.22,18439.25,13.56,6842.66,62.64,4,12.74,HFO,1338.88,4165.91,107.65,269.12,457496.92
